Name,0,2,4,6,8,0a,flag,0e,race,level,hp,14,mp,18,st,1c,ma,vt,ag,lu,2e,30,Inheritence Preference,34,macca,exp,3a,ai script,ai skill 1-1,ai skill 1-2,ai skill 1-3,ai skill 1-4,ai skill 1-5,ai skill 2-1,ai skill 2-2,ai skill 2-3,ai skill 2-4,ai skill 2-5,ai skill 3-1,ai skill 3-2,ai skill 3-3,ai skill 3-4,ai skill 3-5,learn skill 1,learn skill 2,learn skill 3,learn skill 4,learn skill 5,learn skill 6,learn skill 7,learn skill 8,learn skill 9,learn skill 10,learn skill 11,learn skill 12,binary skill affinities,Inher B1,Breath Skills,Wing Skills,Eye Skills,Lunge Skills,Bite Skills,Claw Skills,Not Dante?,Weapon Skills,Inher B10,Proper Women?,Talk Skills
Red Rider,0,0,0,1025,256,0,0,0,38,55,438,438,228,228,23,0,21,18,15,13,0,0,9: Death,411,317,343,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Terror Blade: level 0,Wind Cutter: level 0,Bolt Storm: level 1,Dekunda: level 2,Avenge: level 3,,,,,,,,0b110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Black Rider,0,0,0,1025,256,0,0,0,38,61,450,450,252,252,22,0,25,16,20,13,0,0,9: Death,139,317,343,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Soul Divide: level 0,Glacial Blast: level 0,Mana Drain: level 1,Mamudoon: level 2,Megidola: level 3,Mana Surge: level 4,Megidolaon: level 5,,,,,,0b10001011,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Matador,0,0,0,1025,256,0,0,0,38,30,264,264,126,126,12,0,9,11,19,9,0,0,1: Phys,409,317,343,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Mazan: level 0,Andalucia: level 0,Dekunda: level 1,Focus: level 2,Taunt: level 3,Red Capote: level 4,,,,,,,0b110011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Hell Biker,0,0,0,1025,256,0,0,0,38,42,330,330,162,162,17,0,14,14,17,10,0,0,6: Force,153,317,343,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Hell Spin: level 0,Hell Burner: level 0,Fire Boost: level 0,Hell Exhaust: level 1,Attack All: level 2,,,,,,,,0b10011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Daisoujou,0,0,0,1025,256,0,0,0,38,37,348,348,204,204,12,0,21,11,13,10,0,0,7: Magic,139,317,343,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Meditation: level 0,Mahamaon: level 0,Mamudoon: level 1,Prayer: level 2,Preach: level 3,,,,,,,,0b10001011,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
The Harlot,0,0,0,1025,256,0,0,0,38,69,528,528,279,279,23,0,24,19,19,19,0,0,10: Ailments,187,317,343,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Death Lust: level 0,Maziodyne: level 0,Makajamon: level 0,Dekunda: level 1,Focus: level 2,Bolt Storm: level 3,Beast Roar: level 4,,,,,,0b10111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Trumpeter,0,0,0,1025,1792,3,0,0,38,77,588,588,324,324,21,0,31,21,24,15,0,0,8: Expel,137,317,343,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Holy Melody: level 0,Maragidyne: level 0,Mabufudyne: level 0,Maziodyne: level 0,Mazandyne: level 0,Makakaja: level 1,Dekaja: level 2,Megidolaon: level 3,Evil Melody: level 4,,,,0b10001001,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Futomimi,0,0,0,1025,256,0,1,0,5,63,498,498,267,267,20,0,26,20,15,12,0,0,7: Magic,155,456,469,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Focus: level 0,War Cry: level 0,Mute Gaze: level 0,Lunge: level 0,Might: level 1,Life Surge: level 2,Mana Surge: level 3,,,,,,0b10011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sakahagi,0,0,0,1281,256,0,1,0,23,45,360,360,186,186,17,0,17,15,15,11,0,0,1: Phys,411,632,660,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Maragion: level 0,Mabufula: level 0,Mazionga: level 0,Mazanma: level 0,Panic Voice: level 0,War Cry: level 0,Void Force: level 1,Void Elec: level 2,,,,,0b110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Black Frost,0,0,0,1281,768,6,0,0,20,66,500,500,250,250,24,0,24,13,16,24,37,310,4: Ice,155,10000,5000,6,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Mabufudyne: level 0,Mamudoon: level 0,Berserk: level 0,Diarama: level 1,Void Curse: level 2,Void Nerve: level 3,Void Mind: level 4,,,,,,0b10011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Beelzebub,15,0,0,0,256,0,129,0,19,84,732,732,369,369,32,0,27,27,19,19,0,0,12: Beelzebub,155,696,724,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,Maziodyne: level 0,Megidolaon: level 0,Watchful: level 1,Elec Boost: level 2,,,,,,,,,0b10011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Forneus (Boss),0,0,0,1025,256,0,547,0,12,8,500,500,200,200,9,0,9,6,2,2,0,0,11: DUMMY,187,2000,150,105,3,Attack: 60,Bufu: 40,None: 0,None: 0,None: 0,Mabufu: 20,Attack: 40,Bufu: 40,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b10111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Specter 1 (Boss),100,0,0,0,256,0,547,0,23,9,148,148,100,100,1,0,3,3,1,1,0,0,65535: DUMMY,1,160,100,0,5,Attack: 70,Agi: 30,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ahriman 2nd Form (Boss),0,0,0,0,256,0,563,0,19,99,18000,18000,6000,6000,40,0,40,20,20,20,0,0,65535: DUMMY,1,10000,10000,0,89,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Noah 2nd Form (Boss),0,0,0,0,256,0,563,0,18,80,15000,15000,5000,5000,30,0,25,30,5,4,0,0,65535: DUMMY,1,10000,10000,0,85,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Incubus (Boss),0,0,0,0,256,0,547,0,20,25,300,300,96,96,7,0,14,8,9,7,0,0,10: Ailments,223,129,100,0,0,Attack: 80,Sexy Gaze: 20,None: 0,None: 0,None: 0,Attack: 33,Life Drain: 33,Evil Gaze: 34,None: 0,None: 0,Attack: 60,Sexy Gaze: 40,None: 0,None: 0,None: 0,Agi: level 58,Agi: level 59,Agi: level 60,Agi: level 61,,,,,,,,,0b11011111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Koppa (Boss),0,0,0,0,768,5,547,0,9,23,168,168,74,74,6,0,10,5,12,10,0,0,6: Force,133,118,100,104,41,Tarukaja: 60,Attack: 40,None: 0,None: 0,None: 0,Wing Buffet: 50,Shibaboo: 25,Zanma: 25,None: 0,None: 0,Wing Buffet: 20,Shibaboo: 30,Zanma: 20,36916: 20,None: 0,,Rebellion: level 0,,,,,,,,,,,0b10000101,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Kaiwan (Boss),100,0,0,0,256,0,547,0,20,40,650,500,288,288,10,15,17,20,11,11,0,0,65535: DUMMY,1,500,400,14,0,Evil Gaze: 34,Mudo: 33,Attack: 33,None: 0,None: 0,Mamudo: 45,Evil Gaze: 10,Deathtouch: 45,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ose (Boss),33,0,0,0,256,0,563,0,12,40,3800,3800,500,500,30,0,10,40,10,10,0,0,1: Phys,411,3000,1200,0,17,Attack: 100,None: 0,None: 0,None: 0,None: 0,Focus: 100,None: 0,None: 0,None: 0,None: 0,Guillotine: 100,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Kagutsuchi 2nd Form (Boss),0,0,0,0,256,0,563,0,36,90,40000,40000,10000,10000,30,0,30,30,1,1,0,0,5: Elec,411,100,3000,0,91,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Tiny Mizuchi (Boss),0,0,0,0,256,0,547,0,13,69,516,516,288,288,19,19,23,20,14,14,0,0,65535: DUMMY,1,161,152,0,0,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kin-Ki (Boss),0,0,0,0,256,0,547,0,16,50,3000,3000,2000,2000,30,0,12,35,8,2,0,0,65535: DUMMY,1,3000,1000,103,33,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sui-Ki (Boss),100,0,0,0,256,0,547,0,16,50,3500,3500,1500,1500,30,0,32,20,18,7,0,0,65535: DUMMY,1,3000,1000,111,35,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fuu-Ki (Boss),100,0,0,0,256,0,547,0,16,45,3500,3500,1000,1000,20,0,28,20,8,10,0,0,65535: DUMMY,1,3000,1000,98,37,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ongyo-Ki (Boss),100,0,0,0,256,0,547,0,16,60,5500,5500,1500,1500,30,0,23,20,7,10,0,0,65535: DUMMY,1,10000,5000,97,39,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Clotho 1 (Boss),100,0,0,0,256,0,819,0,17,69,2200,2200,1200,1200,19,0,23,20,30,30,30,0,65535: DUMMY,1,1000,2000,0,43,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lachesis 1 (Boss),0,0,0,0,256,0,819,0,17,69,2200,2200,1200,1200,19,0,23,20,30,30,0,0,65535: DUMMY,1,1000,2000,0,44,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Atropos 1 (Boss),0,0,0,0,256,0,819,0,17,50,2600,2600,2000,2000,5,0,30,20,30,30,20,14,65535: DUMMY,1,1000,3000,0,49,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Specter 2 (Boss),0,0,0,0,256,0,35,0,23,40,980,980,29,300,24,0,18,20,8,6,0,0,65535: DUMMY,1,600,2000,0,57,Mana Drain: 50,Attack: 10,37137: 40,None: 0,None: 0,Megido: 100,None: 0,None: 0,None: 0,None: 0,Mana Drain: 60,Attack: 40,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Girimehkala (Boss),0,0,0,0,256,0,563,0,18,80,4000,4000,2000,2000,40,0,30,40,10,8,0,0,65535: DUMMY,1,500,2000,0,46,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Specter 3 (Boss),0,0,0,0,256,0,547,0,23,40,700,700,500,500,20,0,10,10,1,1,0,0,65535: DUMMY,1,1000,1500,0,69,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aciel (Boss),0,0,0,0,256,0,563,0,19,70,8000,8000,2000,2000,35,0,38,20,1,1,0,0,65535: DUMMY,1,10000,5000,0,73,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Skadi (Boss),0,0,0,0,256,0,627,0,4,75,4000,4000,3000,3000,40,0,20,25,20,15,0,0,6: Force,137,10000,5000,0,64,Attack: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b10001001,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Albion (Boss),0,0,0,0,256,0,547,0,32,40,2700,2700,1000,1000,8,0,23,20,9,1,0,0,65535: DUMMY,1,1000,1800,0,59,Attack: 20,Stasis Blade: 40,Guillotine: 40,None: 0,None: 0,Hades Blast: 30,Heat Wave: 40,Attack: 30,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Luvah (Boss),0,0,0,0,256,0,547,0,34,30,1300,1300,300,300,20,0,10,20,8,1,0,0,65535: DUMMY,1,1000,1800,0,60,Attack: 40,Ziodyne: 60,None: 0,None: 0,None: 0,Attack: 40,Maziodyne: 60,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Urizen (Boss),0,0,0,0,256,0,547,0,34,30,1300,1300,300,300,20,0,10,20,8,1,0,0,65535: DUMMY,1,1000,1800,0,61,Attack: 40,Agidyne: 60,None: 0,None: 0,None: 0,Attack: 40,Maragidyne: 60,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tharmas (Boss),0,0,0,0,256,0,547,0,34,30,1300,1300,300,300,20,0,10,20,8,1,0,0,65535: DUMMY,1,1000,1800,0,62,Attack: 40,Zandyne: 60,None: 0,None: 0,None: 0,Attack: 40,Mazandyne: 60,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Urthona (Boss),0,0,0,0,256,0,547,0,34,30,1300,1300,300,300,20,0,10,20,8,1,0,0,65535: DUMMY,1,1000,1800,0,63,Attack: 40,Bufudyne: 60,None: 0,None: 0,None: 0,Attack: 40,Mabufudyne: 60,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Futomimi (Boss),0,0,0,0,256,0,563,0,33,57,5500,5500,2000,2000,22,0,4,20,15,15,0,0,65535: DUMMY,1,10000,10000,14,75,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gabriel (Boss),100,0,0,0,256,0,547,0,24,69,3000,3000,1500,1500,19,19,23,20,15,14,0,0,65535: DUMMY,1,4000,6000,0,78,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Raphael (Boss),0,0,0,0,256,0,611,0,24,73,3000,3000,1000,1000,24,0,25,20,18,21,0,0,11: DUMMY,413,3000,2000,0,79,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b110011101,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Uriel (Boss),0,0,0,0,256,0,611,0,24,69,3000,3000,1000,1000,24,0,24,20,16,18,0,0,2: Support,413,3000,2000,0,77,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b110011101,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Samael (Boss),0,0,0,0,256,0,563,0,18,75,8500,8500,4000,4000,20,0,25,20,10,10,0,0,65535: DUMMY,1,10000,9000,96,80,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Baal Avatar (Boss),100,0,0,0,256,0,547,0,1,85,13000,13000,5000,5000,35,0,30,20,20,20,0,0,65535: DUMMY,1,10000,10000,0,81,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ose Hallel (Boss),0,0,0,0,256,0,547,0,35,70,6700,6700,3000,3000,25,0,15,20,22,20,0,0,65535: DUMMY,1,0,0,0,82,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Flauros Hallel (Boss),0,0,0,0,256,0,547,0,35,70,6700,6700,3000,3000,35,0,15,30,18,14,0,0,65535: DUMMY,1,0,0,0,83,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ahriman 1st Form (Boss),0,0,0,0,256,0,819,0,19,80,6000,6000,3000,3000,40,0,30,20,20,20,0,0,65535: DUMMY,1,10000,10000,0,88,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Noah 1st Form (Boss),0,0,0,0,256,0,819,0,18,80,8000,8000,4000,4000,30,0,25,30,5,4,0,0,65535: DUMMY,1,10000,10000,0,84,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kagutsuchi 1st Form (Boss),0,0,0,0,256,0,819,0,36,85,20000,20000,7000,7000,30,0,34,29,18,15,0,0,65535: DUMMY,1,10000,10000,0,90,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Specter 1 6 Fuse (Boss),0,0,0,0,256,0,563,0,23,20,550,550,300,300,14,0,14,13,5,5,0,0,65535: DUMMY,1,500,800,98,6,Foul Havoc: 100,None: 0,None: 0,None: 0,None: 0,Foul Havoc: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Specter 1 4/5 Fuse (Boss),100,0,0,0,256,0,563,0,23,15,260,260,250,250,5,0,1,3,1,1,0,0,65535: DUMMY,1,500,500,98,7,Foul Havoc: 100,None: 0,None: 0,None: 0,None: 0,Foul Havoc: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Specter 1 2/3 Fuse (Boss),100,0,0,0,256,0,563,0,23,10,120,120,150,150,4,0,1,3,1,1,0,0,65535: DUMMY,1,500,300,98,8,Foul Havoc: 100,None: 0,None: 0,None: 0,None: 0,Foul Havoc: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mizuchi (Boss),100,0,0,0,256,0,547,0,13,30,4800,4800,500,500,30,0,40,1,1,1,0,0,65535: DUMMY,1,1500,1000,0,72,Berserk: 30,Bufula: 30,Makarakarn: 20,Fog Breath: 10,Attack: 10,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sakahagi (Boss),0,0,0,0,256,0,563,0,33,69,1600,1600,46,300,19,0,23,20,14,14,0,0,65535: DUMMY,1,5000,12000,0,47,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Orthrus (Boss),0,0,0,0,768,6,547,0,14,30,1000,1000,200,200,8,0,15,10,1,1,0,0,3: Fire,251,200,150,0,9,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b11111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
